Precision_Mean,Precision_CRSP,Precision_Crack,Precision_Crack_DS_2,Precision_Crack_DS_1,Precision_Spalling,Precision_Spalling_DS_1,Precision_Spalling_DS_2,Precision_Undamaged,Recall_Mean,Recall_CRSP,Recall_Crack,Recall_Crack_DS_2,Recall_Crack_DS_1,Recall_Spalling,Recall_Spalling_DS_1,Recall_Spalling_DS_2,Recall_Undamaged,mPA_Mean,IoU_Mean,IoU_CRSP,IoU_Crack,IoU_Crack_DS_2,IoU_Crack_DS_1,IoU_Spalling,IoU_Spalling_DS_1,IoU_Spalling_DS_2,IoU_Undamaged,Dice_Mean,Dice_CRSP,Dice_Crack,Dice_Crack_DS_2,Dice_Crack_DS_1,Dice_Spalling,Dice_Spalling_DS_1,Dice_Spalling_DS_2,Dice_Undamaged
0.8614234428310671,0.8061092341837757,0.8892771734865906,0.9221692180932485,0.8439910251151048,0.7229412948809606,0.7415243054585681,0.6792165641101192,0.9720518601256499,0.8312669442418739,0.7707426471576413,0.7107545362676139,0.7576459814079474,0.6461938509294735,0.8307307580476686,0.8217386331566237,0.8518886989677741,0.9523155384103391,0.8544681793399378,0.7342514516569049,0.6376079450363252,0.6475574157225138,0.7035384574517823,0.5704820684141005,0.6276584743501368,0.6366263506093489,0.6065575890343438,0.9275384648980645,0.8250651663198777,0.7591701247964252,0.7744452271995367,0.8136173070156821,0.7205126535396266,0.7438950223933137,0.7505448633223973,0.7282483378542931,0.9568552493667825
