Precision_Mean,Precision_CRSP,Precision_Crack,Precision_Crack_DS_2,Precision_Crack_DS_1,Precision_Spalling,Precision_Spalling_DS_1,Precision_Spalling_DS_2,Precision_Undamaged,Recall_Mean,Recall_CRSP,Recall_Crack,Recall_Crack_DS_2,Recall_Crack_DS_1,Recall_Spalling,Recall_Spalling_DS_1,Recall_Spalling_DS_2,Recall_Undamaged,mPA_Mean,IoU_Mean,IoU_CRSP,IoU_Crack,IoU_Crack_DS_2,IoU_Crack_DS_1,IoU_Spalling,IoU_Spalling_DS_1,IoU_Spalling_DS_2,IoU_Undamaged,Dice_Mean,Dice_CRSP,Dice_Crack,Dice_Crack_DS_2,Dice_Crack_DS_1,Dice_Spalling,Dice_Spalling_DS_1,Dice_Spalling_DS_2,Dice_Undamaged
0.8544809604638814,0.7932178151774933,0.8728423521668044,0.907135004776456,0.8256278304578643,0.7135932781881822,0.729882221327656,0.6752663531541266,0.9770072510366578,0.8434337407569731,0.7858556032836181,0.7071864683804714,0.7652807084319718,0.6272016451211593,0.8645247381867648,0.8520894354031261,0.893784274148267,0.958590015703683,0.8625374069224093,0.7380550456026739,0.63789850726006,0.6377579375335161,0.7028763106798599,0.5481022063899991,0.6380390769866039,0.6394926000303578,0.6346190227660063,0.9383681222879018,0.82549558752075,0.7566875566925497,0.7674387410290507,0.815149781259424,0.7017496276683921,0.7459363723560488,0.7481478962581862,0.7407327867039607,0.9631116491771509
