Precision_Mean,Precision_CRSP,Precision_Crack,Precision_Crack_DS_2,Precision_Crack_DS_1,Precision_Spalling,Precision_Spalling_DS_1,Precision_Spalling_DS_2,Precision_Undamaged,Recall_Mean,Recall_CRSP,Recall_Crack,Recall_Crack_DS_2,Recall_Crack_DS_1,Recall_Spalling,Recall_Spalling_DS_1,Recall_Spalling_DS_2,Recall_Undamaged,mPA_Mean,IoU_Mean,IoU_CRSP,IoU_Crack,IoU_Crack_DS_2,IoU_Crack_DS_1,IoU_Spalling,IoU_Spalling_DS_1,IoU_Spalling_DS_2,IoU_Undamaged,Dice_Mean,Dice_CRSP,Dice_Crack,Dice_Crack_DS_2,Dice_Crack_DS_1,Dice_Spalling,Dice_Spalling_DS_1,Dice_Spalling_DS_2,Dice_Undamaged
0.8693705128395638,0.8171407135765669,0.8937018202463355,0.9249296290839364,0.850707010977175,0.7405796069067985,0.74950909152898,0.7195690548546063,0.9738301113655577,0.836011840279785,0.7726030506844024,0.7022695606983504,0.7584128869882328,0.6249707781253239,0.8429365406704544,0.8357366348834377,0.8598774954634352,0.9628294194705505,0.8590448512376322,0.7448579765319115,0.6475770831303882,0.6443815962686386,0.708215942358118,0.5564937284642827,0.650772569992138,0.6522201861244048,0.6473664143868038,0.9394197633349581,0.832694617347444,0.7671236690921845,0.7722085728510317,0.8191950201358645,0.7075170874588711,0.7620387653333375,0.7656560671712451,0.7535274668912021,0.9638365138579629
